state,city,project_name,domain,status,amount_raw,amount_usd,description
Michigan,Kalamazoo,HVAC upgrades,Energy Efficiency,Completed,$2.2 million (for various facility improvements including roof repairs and HVAC upgrades),,This project included upgrades to HVAC systems as part of various water facility improvements.
Michigan,Kalamazoo,Cork Street Landfill environmental clean-up project,Waste Management,In Progress,"$569,121",569121.0,Funds are restricted for the environmental cleanup of the Cork Street Landfill.
Michigan,Kalamazoo,Environmental Remediation of Identified Sites,Waste Management,In Progress,"$1,125,888",1125888.0,"The City has identified several sites, including the Cork Street Landfill and the Auto Ion site, in need of environmental remediation and has recorded liabilities for estimated response costs."
Michigan,Kalamazoo,"Local Streets Construction, Maintenance, and Repairs",Transport Emissions,In Progress,"$1,561,166",1561166.0,"This project accounts for capital expenditures related to the construction, maintenance, and repairs of local streets."
Michigan,Kalamazoo,Solid Waste Collection and Removal,Waste Management,In Progress,"$3,527,208",3527208.0,"This project accounts for the collection and removal of solid waste, including rubbish and natural waste."
Michigan,Kalamazoo,Cork Street Landfill Cap Construction,Waste Management,In Progress,"$17,848",17848.0,This project accounts for post closure care and monitoring costs associated with the Cork Street Landfill.
Michigan,Kalamazoo,Streets Jurisdiction Transfer Road Projects,Transport Emissions,In Progress,Not stated,,"This fund accounts for earmarked revenue set aside for road projects, funded by grants from the State of Michigan."
Michigan,Kalamazoo,FFE Aspirational Projects - Environmental Responsibility,Energy Efficiency,In Progress,"$143,135",143135.0,This project accounts for expenditures related to environmental responsibility initiatives within the FFE Aspirational Projects Fund.
Michigan,Kalamazoo,Traffic signal modernization and expansion,Transport Emissions,Completed,Not stated,,"The city significantly increased its number of traffic signals from 84 in 2018 to 134 in 2019, indicating a project to modernize and expand the traffic signal infrastructure."
Michigan,Kalamazoo,Safe Streets and Roads for All,Transport Emissions,Unknown,"$325,524",325524.0,"This program funds initiatives to improve road safety, which often includes infrastructure for pedestrians and cyclists, and signal modernization, contributing to reduced transport emissions."
Michigan,Kalamazoo,Energy Efficiency and Conservation Block Grant Program,Energy Efficiency,Unknown,"$77,869",77869.0,This federal grant program provides funding specifically for projects aimed at improving energy efficiency and conservation within the city.
Michigan,Meridian charter township,MSU to Lake Lansing Regional Pathway (Phase II),Transport Emissions,Completed,Not stated,,"Construction of Phase II of the regional pathway was completed, providing an option for non-motorized travel."
Michigan,Meridian charter township,Provision of Redi-Ride discount passes,Transport Emissions,In Progress,Not stated,,"Over two-hundred Redi-Ride discount passes were provided to the community, supporting public transit."
Michigan,Meridian charter township,Farmers’ Market Food Composting Drop Off,Waste Management,In Progress,Not stated,,The Farmers’ Market continued to support a food composting drop off for vendors and customers.
Michigan,Meridian charter township,Farmers’ Market Food Gleaning Program,Waste Management,In Progress,Not stated,,The Farmers’ Market continued to support a food gleaning program where leftover produce is donated to local food banks.
Michigan,Meridian charter township,Meridian Conservation Corps (MCC) Stewardship Workday and Educational Events (including trash cleanup),Waste Management,Completed,Not stated,,"Fifty-five Meridian Conservation Corps Stewardship Workday and Educational Events were successfully completed, including trash cleanup."
Michigan,Meridian charter township,Bike Path Program,Transport Emissions,Unknown,$0.71 million,710000.0,Funding from a dedicated millage for the development and maintenance of bike paths.
Michigan,Meridian charter township,Purchase of Public Safety Vehicles,Transport Emissions,Completed,"$1,075,654",1075654.0,Funding transferred to the Internal Service Fund to support the acquisition of vehicles for public safety departments.
Michigan,Meridian charter township,Road Improvements,Transport Emissions,In Progress,"$10,284,856",10284856.0,Debt issued in 2024 to finance road improvements within the Township.
Michigan,Meridian charter township,2013 SRF Wastewater Optimization Bonds,Waste Management,In Progress,"$681,738",681738.0,Bonds issued to finance wastewater optimization projects.
Michigan,Meridian charter township,2015 SRF Wastewater Optimization Bonds,Waste Management,In Progress,"$4,999,500",4999500.0,Bonds issued to finance wastewater optimization projects.
Michigan,Meridian charter township,2017 SRF Wastewater Optimization Bonds,Waste Management,In Progress,"$5,632,185",5632185.0,Bonds issued to finance wastewater optimization projects.
Michigan,Meridian charter township,2019 SRF Wastewater Optimization Bonds,Waste Management,In Progress,"$4,837,994",4837994.0,Bonds issued to finance wastewater optimization projects.
Michigan,Meridian charter township,2021 SRF Wastewater Optimization Bonds,Waste Management,In Progress,"$2,440,234",2440234.0,Bonds issued to finance wastewater optimization projects.
Michigan,Meridian charter township,Pedestrian/Bike Path Millage Fund,Transport Emissions,In Progress,"$1,625,613",1625613.0,This fund supports the design and construction of the Township’s millage-supported pedestrian/bicycle pathway system.
Michigan,Meridian charter township,CATA Millage Fund,Transport Emissions,In Progress,"$420,000",420000.0,This fund supports increased public transportation services within the Township.
Michigan,Meridian charter township,Pedestrian/Bicycle pathways expansion,Transport Emissions,In Progress,Not stated,,Ongoing expansion of pedestrian and bicycle pathways to encourage active transportation and reduce vehicle emissions.
Michigan,Montague,Various street and sidewalk projects,Transport Emissions,Completed,Not stated,,"These projects improve urban infrastructure for both vehicular and pedestrian movement, contributing to transport efficiency and encouraging active transportation."
Michigan,Montague,Solar panel projects,Energy Efficiency,Completed,Not stated,,"These projects involve the installation of solar panels to generate renewable energy, directly enhancing the city's energy efficiency."
Michigan,Montague,Major Streets Capital Outlay,Transport Emissions,In Progress,"$469,907",469907.0,Capital expenditures from the Major Streets Fund contribute to the city's transport infrastructure.
Michigan,Montague,Governmental Activities Infrastructure Additions,Transport Emissions,In Progress,"$955,537",955537.0,"Additions to governmental infrastructure, including roads and sidewalks, support the city's transport network."
Michigan,Montague,White Lake Area Solid Waste Authority Contributions,Waste Management,In Progress,$855,855.0,Annual contributions to the Solid Waste Authority support the collection and disposal of rubbish for citizens.
Michigan,Holland,Home Energy 101 program,Energy Efficiency,In Progress,Not stated,,"A free home walkthrough and energy education program distributing energy-saving measures like caulk and spray foam to residents, qualifying as energy efficiency."
Michigan,Holland,Beneficial electrification rebate program,Energy Efficiency,In Progress,Not stated,,"A rebate program helping residents transition to all-electric homes, which improves energy efficiency."
Michigan,Holland,Voluntary green pricing program,Energy Efficiency,In Progress,Not stated,,"A program allowing customers to elect a higher percentage of their energy consumption to be served by renewable energy resources, promoting energy efficiency."
Michigan,Holland,Brandt Woods Solar Project,Energy Efficiency,Completed,Not stated,,"A solar project providing approximately 6 MW of installed capacity, directly contributing to renewable energy."
